sample,raw_x,raw_y,raw_z,g_x,g_y
1949,119,-96,16382,0.007287,-0.005900
1950,19,-126,16348,0.001178,-0.007740
1951,24,-53,16382,0.001466,-0.003237
1952,-79,-21,16357,-0.004880,-0.001314
1953,-29,-51,16344,-0.001795,-0.003170
1954,8,45,16352,0.000530,0.002749
1955,-56,5,16333,-0.003472,0.000357
1956,33,-78,16411,0.002044,-0.004807
1957,-74,-78,16361,-0.004567,-0.004779
1958,-34,-38,16379,-0.002094,-0.002343
1959,-53,-101,16350,-0.003266,-0.006182
1960,-21,-1,16338,-0.001282,-0.000073
1961,-64,-39,16359,-0.003958,-0.002379
1962,-50,-42,16392,-0.003104,-0.002576
1963,-53,-18,16353,-0.003248,-0.001155
1964,-81,34,16345,-0.004982,0.002092
1965,-25,-39,16370,-0.001554,-0.002414
1966,-41,-50,16379,-0.002515,-0.003107
1967,-60,31,16408,-0.003707,0.001926
1968,-80,7,16377,-0.004932,0.000479
1969,-23,-52,16385,-0.001439,-0.003203
1970,-77,-33,16387,-0.004712,-0.002033
1971,-83,-20,16342,-0.005088,-0.001265
1972,-65,-9,16347,-0.004003,-0.000562
1973,10,-90,16345,0.000637,-0.005509
1974,-140,-95,16340,-0.008596,-0.005853
1975,-38,-60,16393,-0.002372,-0.003670
1976,-171,-60,16381,-0.010453,-0.003682
1977,-68,-40,16377,-0.004198,-0.002496
1978,-3,25,16312,-0.000186,0.001565
1979,-57,-10,16427,-0.003490,-0.000620
1980,-73,11,16355,-0.004474,0.000702
1981,-109,-54,16428,-0.006680,-0.003334
1982,-80,-13,16343,-0.004903,-0.000821
1983,-94,41,16359,-0.005734,0.002549
1984,-119,45,16326,-0.007301,0.002793
1985,-94,-15,16390,-0.005763,-0.000948
1986,-69,31,16355,-0.004232,0.001924
1987,-115,135,16357,-0.007047,0.008244
1988,-115,29,16350,-0.007068,0.001798
1989,-141,0,16404,-0.008618,-0.000031
1990,-53,28,16403,-0.003239,0.001719
1991,-43,44,16431,-0.002635,0.002700
1992,-56,35,16371,-0.003422,0.002146
1993,-17,43,16394,-0.001054,0.002674
1994,-57,-23,16358,-0.003507,-0.001404
1995,-39,3,16382,-0.002402,0.000188
1996,-40,45,16378,-0.002463,0.002768
1997,-56,46,16403,-0.003435,0.002850
1998,-74,28,16418,-0.004529,0.001766
1999,64,49,16418,0.003940,0.003041
2000,-62,63,16374,-0.003817,0.003851
2001,-68,105,16420,-0.004208,0.006421
2002,-10,57,16396,-0.000651,0.003527
2003,-15,83,16390,-0.000934,0.005082
2004,-92,37,16381,-0.005635,0.002308
2005,36,93,16386,0.002221,0.005684
2006,-18,83,16443,-0.001153,0.005117
2007,-64,108,16409,-0.003923,0.006597
2008,53,100,16406,0.003258,0.006137
2009,30,94,16397,0.001852,0.005747
2010,-57,59,16464,-0.003536,0.003656
2011,96,76,16437,0.005871,0.004645
2012,45,115,16388,0.002796,0.007047
2013,17,30,16400,0.001067,0.001834
2014,100,29,16402,0.006143,0.001826
2015,34,68,16412,0.002120,0.004166
2016,29,78,16392,0.001822,0.004765
2017,3,15,16421,0.000184,0.000934
2018,68,50,16446,0.004162,0.003058
2019,67,46,16379,0.004090,0.002865
2020,48,-59,16384,0.002939,-0.003643
2021,12,35,16401,0.000751,0.002190
2022,61,36,16403,0.003727,0.002213
2023,54,33,16463,0.003333,0.002032
2024,-4,107,16440,-0.000264,0.006581
2025,-8,-24,16439,-0.000497,-0.001502
2026,94,-8,16410,0.005783,-0.000523
2027,-58,-99,16410,-0.003561,-0.006086
2028,82,1,16382,0.005003,0.000101
2029,50,2,16437,0.003081,0.000146
2030,140,-6,16431,0.008555,-0.000413
2031,53,69,16451,0.003249,0.004221
2032,111,53,16415,0.006792,0.003258
2033,60,11,16417,0.003692,0.000685
2034,86,-14,16425,0.005277,-0.000886
2035,117,50,16443,0.007183,0.003079
2036,59,-4,16386,0.003607,-0.000286
2037,130,-47,16440,0.007989,-0.002907
2038,32,-95,16422,0.002008,-0.005825
2039,95,-36,16397,0.005846,-0.002222
2040,126,18,16372,0.007688,0.001147
2041,112,90,16420,0.006842,0.005497
2042,172,-22,16460,0.010538,-0.001359
2043,39,-66,16465,0.002409,-0.004046
2044,7,-90,16433,0.000457,-0.005506
2045,24,-8,16473,0.001493,-0.000489
2046,103,-125,16424,0.006324,-0.007627
2047,93,-14,16449,0.005689,-0.000862
